TIMESTAMP,doy,TA_F,SW_IN_F,LW_IN_F,VPD_F,PA_F,P_F,WS_F,USTAR,NETRAD,SW_OUT,LW_OUT,CO2_F_MDS,TS_F_MDS_1,SWC_F_MDS_1,G_F_MDS,LE_F_MDS,H_F_MDS,EF_DV,LCL_DV,QA_DV,ME_DV,CLOUD_DV
20100511,131,18.518,370.44,295.35,19.254,85.852,0,5.253,0.41454,161.05,69.191,432.57,392.71,24.219,1.25,1.7427,20.608,123.35,0.14316,4084.1,0.0014893,2.97E+05,1.8599
20100512,132,13.832,381.64,270.35,13.876,85.955,0,3.23,0.27025,158.22,71.563,418.98,392.15,23.458,1.042,1.1234,21.353,120.17,0.15088,3597.3,0.0013938,2.92E+05,0
20100513,133,17.405,375.99,290.27,18.464,85.997,0,2.711,0.21773,157.34,70.693,435.09,391.73,24.215,0.646,9.5455,19.962,121.13,0.14148,4516.5,0.0010148,2.95E+05,0.70673
20100514,134,18.722,371.22,297.99,19.591,86.112,0,3.008,0.24298,156.65,69.499,440.01,391.9,25.456,0.75,8.3386,22.413,119.66,0.15776,4157.2,0.0014392,2.97E+05,1.8579
20100515,135,20.516,368.25,313.95,22.066,86.198,0,2.096,0.2081,156.31,69.048,454.04,391.94,27.215,1.104,12.797,19.249,109.63,0.14936,4328.3,0.0014888,2.99E+05,2.2973
20100516,136,21.441,373.13,311.25,23.401,86.231,0,3.061,0.19906,154.73,70.045,456.51,392.08,27.396,1.125,11.137,18.806,110.12,0.14587,4387.3,0.0015443,3.00E+05,0.93074
20100517,137,21.934,348.88,320.64,23.302,86.219,0,4.199,0.26562,147.35,66.031,453.2,391.11,26.7,1.063,8.8709,16.487,106.09,0.1345,3909.5,0.0021816,3.02E+05,7.3846
20100518,138,20.732,365.06,312.62,20.915,86.086,0,3.892,0.31754,157.88,67.869,448.88,390.42,26.883,0.938,9.037,18.002,117.99,0.13237,3505.9,0.0025588,3.02E+05,2.8045
20100519,139,19.622,373.03,310.06,18.859,86.108,0,3.085,0.27731,160.61,69.239,450.4,391.68,27.752,1.063,12.484,18.708,118.03,0.13682,3178.9,0.0028718,3.01E+05,1.173
20100520,140,22.273,372.7,319.01,24.059,86.022,0,2.278,0.20827,156,69.677,463.23,392.19,28.917,1.021,16.79,19.096,117.34,0.13996,4064.6,0.0020364,3.02E+05,1.3561
20100521,141,24.165,373.2,327.41,26.673,85.906,0,3.52,0.25242,156.53,69.988,471.1,391.72,29.744,1.167,15.833,16.535,115.62,0.12511,3971.6,0.0025067,3.05E+05,1.5683
20100522,142,22.826,381.78,310.27,24.907,85.762,0,4.112,0.31173,152.63,72.543,463.71,391.43,29.158,1.104,10.71,15.2,112.49,0.11903,4094.5,0.002094,3.03E+05,0
20100523,143,20.696,379.95,308.75,20.09,85.636,0,6.901,0.50392,164.46,71.863,449.64,390.09,27.654,0.979,3.9003,13.402,128.31,0.094572,3178.3,0.003134,3.03E+05,1.0332
20100524,144,14.905,382.32,281.65,14.918,85.994,0,2.792,0.28933,157,72.059,431.99,390.38,25.956,0.583,5.9923,15.802,129.18,0.109,3658.9,0.0014613,2.93E+05,1.0335
20100525,145,18.736,379.73,296.86,20.596,86.038,0,2.273,0.197,155.34,71.603,446.71,393.66,26.719,0.521,14.193,12.653,115.62,0.098646,5163.9,0.00072663,2.95E+05,2.1699
20100526,146,22.69,379.1,314.85,26.577,86.033,0,2.952,0.20325,153.12,71.709,466.31,396.65,28.75,0.542,17.407,9.3392,112.95,0.076371,5686,0.00071253,2.99E+05,3.0083
20100527,147,25.174,368.44,331.43,30.369,86.107,0,2.714,0.24135,146.63,69.502,480.81,397.02,30.773,0.583,21.258,9.6061,108.17,0.081566,5259.7,0.0011824,3.03E+05,5.4165
20100528,148,25.755,332.53,346.93,29.713,86.05,0,3.439,0.26883,133.9,62.227,480.54,395.7,31.227,0.563,19.853,10.277,103.49,0.090335,4189.1,0.0024736,3.07E+05,14.997
20100529,149,23.703,372.18,329.79,24.532,86.013,0,3.579,0.29208,157.47,69.722,472.07,395,31.085,0.646,17.321,10.475,123.85,0.077982,3383.3,0.0034581,3.07E+05,5.2311
20100530,150,23.267,373.34,326.94,25.671,86.107,0,3.237,0.26108,158.02,70.168,469.29,395.34,30.619,0.604,18.086,12.285,121.2,0.092035,4156.1,0.0020771,3.03E+05,5.0833
20100531,151,24.451,361.94,339.37,26.998,86.251,0,3.043,0.25362,153.71,67.807,477.06,394.78,31.306,0.583,22.118,9.4301,111.51,0.077975,3917.8,0.0026388,3.06E+05,7.6138
20100601,152,24.06,369.84,334.21,25.791,86.25,0,3.228,0.25731,157.32,69.735,474.23,394.59,31.256,0.583,19.058,11.594,122.92,0.086188,3660.3,0.0029978,3.06E+05,5.2187
20100602,153,23.027,374.73,325.03,24.476,86.2,0,2.91,0.2676,156.29,70.636,470.18,394.54,31.167,0.583,18.763,9.3987,122.95,0.071016,3738.9,0.0026418,3.04E+05,3.5012
20100603,154,24.09,363.68,334.52,25.766,86.126,0,2.712,0.2696,150.59,68.112,476.66,394.7,31.74,0.604,23.137,8.8595,115.33,0.071336,3632.9,0.0030594,3.06E+05,5.7
20100604,155,26.069,369.07,346.39,29.254,86.164,0,3.26,0.2829,156.39,68.792,487.7,395.13,33.279,0.792,25.276,9.3663,113.84,0.07602,3777.6,0.0032538,3.09E+05,4.4058
20100605,156,27.778,370.49,352.19,33.827,86.296,0,3.258,0.2865,154.91,69.24,495.88,394.99,34.548,0.771,22.738,10.563,113.55,0.085104,4405.1,0.0025236,3.09E+05,3.868
20100606,157,29.13,367.51,362.63,36.49,86.348,0,3.665,0.32502,153.72,68.891,504.94,394.34,35.592,0.771,24.763,7.765,112.45,0.064595,4401.4,0.0028047,3.11E+05,4.3862
20100607,158,29.582,366.78,365,37.971,86.24,0,3.559,0.32617,152.35,68.845,507.8,394.92,36.446,1.042,21.011,8.8091,114.19,0.071618,4640.5,0.0025099,3.11E+05,4.6918
20100608,159,27.935,370.77,344.68,33.574,86.283,0,4.316,0.36412,150.82,70.284,491.58,393.26,34.435,0.75,16.27,8.7918,120,0.068261,4167.3,0.0029557,3.10E+05,3.9765
20100609,160,27.854,341.22,357.8,30.964,86.274,0,2.822,0.23704,136.88,64.591,495.4,392.61,34.613,0.708,13.772,9.608,103.19,0.085179,3368.7,0.0047177,3.14E+05,11.743
20100610,161,26.374,371.85,345.8,27.849,86.014,0,4.013,0.32027,156.33,70.776,487.84,391.57,33.819,0.688,10.353,7.6642,123.05,0.058634,3185.6,0.0047268,3.13E+05,4.0051
20100611,162,24.066,372.93,339.19,21.801,85.803,0,6.75,0.51938,166.64,70.829,472.35,389.77,31.858,0.604,4.9726,5.908,132.09,0.042811,2504.3,0.0059295,3.14E+05,3.7666
20100612,163,21.394,381.7,323.18,18.426,85.947,0,6.507,0.47048,173.04,72.741,456.48,387.91,29.965,0.667,1.1533,8.7507,141.11,0.058391,2428.7,0.005111,3.09E+05,1.5013
20100613,164,20.635,386.46,310.13,20.749,86.342,0,2.398,0.25158,157.8,74.033,462.04,388.39,30.177,0.792,10.29,9.8684,129.17,0.070976,3484.5,0.0025658,3.02E+05,0.27074
20100614,165,22.617,379.16,325.35,23.382,86.243,0,1.966,0.2076,158.32,71.925,471.46,388.11,31.646,0.792,13.091,8.8634,123.07,0.067181,3516.6,0.0029321,3.05E+05,1.9393
20100615,166,25.641,381.39,333.7,30.269,86.085,0,2.762,0.22046,154.72,73.157,484.38,388.86,32.654,0.688,13.8,8.083,114.27,0.066061,4587.1,0.0019079,3.05E+05,1.3615
20100616,167,26.544,386.18,331.47,32.171,86.123,0,3.834,0.28063,155.32,74.54,484.87,389.01,32.667,0.792,11.393,7.677,128.6,0.056332,4757.4,0.0018383,3.06E+05,0
20100617,168,26.954,385.2,331.84,33.786,86.16,0,2.702,0.22373,148.76,74.33,490.81,389.16,33.325,0.854,13.169,9.6622,112.12,0.079341,5358.8,0.0012832,3.05E+05,0.053937
20100618,169,27.585,390.87,326.88,36.498,86.216,0,3.613,0.23863,146.53,75.947,491.97,389.64,33.373,0.771,10.438,7.5576,116.3,0.061017,7498.4,0.00029279,3.03E+05,0
20100619,170,27.987,374.56,346.3,35.165,86.415,0,2.979,0.2576,151.49,71.454,495,389.06,34.108,0.875,13.463,7.7181,119.46,0.060688,4893,0.0018854,3.07E+05,2.2617
20100620,171,28.038,349.11,366.14,31.756,86.332,0,2.954,0.24671,148.43,66.031,498.02,388.62,34.956,0.917,11.179,5.2189,116.94,0.042721,3497.4,0.0044342,3.14E+05,8.6196
20100621,172,28.261,349.74,370.54,33.233,86.254,0,3.107,0.26704,153.15,65.506,498.96,385.38,35.229,0.958,9.9097,5.4059,119.9,0.043142,3822.5,0.0037272,3.12E+05,7.9934
20100622,173,28.127,348.38,357.8,35.509,86.369,0,3.284,0.28827,141.07,65.851,496.4,385.18,34.898,0.833,7.2555,9.5512,117.43,0.075218,4931,0.0018617,3.07E+05,8.2246
20100623,174,29.303,370.83,378.38,37.375,86.377,0,2.752,0.26479,163.65,70.074,513.15,387.47,36.167,0.979,19.328,4.9629,119.59,0.039845,4636.8,0.0024579,3.10E+05,1.781
20100624,175,28.578,266.38,403.39,28.625,86.4,0,5.001,0.35279,118.02,50.111,500.03,390.64,35.519,0.771,1.9966,4.0735,95.989,0.040709,2614.3,0.0075791,3.22E+05,29.205
20100625,176,27.89,285.47,391.48,28.039,86.328,0,2.55,0.27204,121.46,54.056,499.37,386.95,35.369,0.854,7.202,5.3438,97.1,0.052163,2701.6,0.0068944,3.20E+05,23.436
20100626,177,28.406,361.37,368.66,31.575,86.152,0,3.128,0.28281,153.86,68.293,505.28,386.58,36.358,0.833,8.1941,10.469,117.86,0.081583,3280.5,0.0051714,3.16E+05,2.0829
20100627,178,28.257,348.59,358.58,35.177,85.95,0,2.993,0.22079,137.34,66.783,500.19,386.77,35.067,0.75,5.5698,3.7116,106.52,0.033669,4605.4,0.0023219,3.09E+05,5.8807
20100628,179,27.324,274.89,366.81,31.354,86.056,0,3.546,0.28419,102.57,52.519,484.11,385.07,32.175,0.625,-1.0632,14.688,75.076,0.16363,3761,0.0036143,3.11E+05,26.005
20100629,180,26.754,332.87,369.99,26.199,86.195,0,4.544,0.3556,144.97,62.264,493.49,380.38,33.883,0.875,10.883,6.7279,106.66,0.059335,2673.4,0.0064817,3.18E+05,10.589
20100630,181,27.473,340.84,377.42,25.369,86.208,2.921,4.482,0.32002,158.76,63.943,493.46,381.23,32.858,2.123,-0.26425,17.225,104.25,0.1418,2338.5,0.0081889,3.23E+05,8.405
20100701,182,27.284,313.58,384.45,23.511,86.185,0,4.081,0.30396,154.23,56.435,485.44,383.61,30.921,4.271,6.5603,26.722,93.518,0.22224,2089.3,0.0092515,3.25E+05,15.486
20100702,183,27.782,253.55,396.75,22.986,85.922,6.35,3.955,0.28629,122.27,45.516,480.87,385.12,29.683,5.625,-4.1257,25.423,58.676,0.3023,1928.5,0.010451,3.29E+05,31.728
20100703,184,28.327,339.32,376.93,28.614,85.913,0,4.21,0.34596,172.2,59.559,482.52,386.36,30.879,7.146,8.5669,45.656,95.795,0.32277,2682.4,0.0072162,3.21E+05,8.0205
20100704,185,25.675,365.94,347.79,24.238,86.159,0,2.849,0.28417,162.98,66.115,481.73,383.22,32.198,5.208,4.6481,25.146,112.76,0.18234,2581.6,0.0063303,3.16E+05,0.80329
20100705,186,26.138,371.36,347.49,27.792,86.208,0,2.359,0.24925,160.45,67.362,488.22,382.91,33.131,3.5,6.8479,17.924,110.75,0.1393,3271,0.004412,3.12E+05,0
20100706,187,27.266,339.98,358.62,30.299,86.031,0,2.281,0.23027,141.89,61.86,492.22,383.27,33.513,2.458,4.8079,13.783,96.951,0.12447,3462.8,0.0042921,3.13E+05,5.3113
20100707,188,28.126,336.2,378.17,31.087,86.001,0,2.992,0.2919,148.95,61.552,502.05,382.84,34.581,2.083,9.5563,12.046,103.21,0.10452,3279.8,0.0050798,3.15E+05,4.1973
20100708,189,26.512,256,393.93,21.453,86.231,3.048,4.353,0.32412,124.6,47.686,476.27,382.01,30.369,3.042,-6.5036,23.096,68.964,0.25088,1928,0.0095732,3.25E+05,26.012
20100709,190,28.337,294.83,398.5,25.549,86.31,0,3.792,0.29227,153.22,52.615,486,379.97,30.469,5.792,10.978,34.281,77.299,0.30723,2182.5,0.0094304,3.27E+05,13.774
20100710,191,26.352,222.8,405.85,18.479,86.308,0,4.099,0.32329,108.38,39.624,479.09,379.39,31.127,4.125,-1.6392,21.392,68.983,0.2367,1559.8,0.011498,3.30E+05,34.837
20100711,192,23.167,138.25,405.61,8.892,86.243,0,2.294,0.22021,66.918,23.836,451.99,383.08,27.36,2.979,-11.623,24.936,44.382,0.35973,759.17,0.014169,3.33E+05,59.964
20100712,193,25.879,331.86,387.34,17.493,86.229,0,3.166,0.28587,172.21,59.085,486.21,384.25,32.538,3.083,16.076,18.619,118.49,0.13579,1496,0.011536,3.29E+05,3.8363
20100713,194,27.265,314.99,397.6,22.61,86.212,0,3.284,0.314,156.6,57.15,497.12,385.88,34.85,2.5,9.4793,16.8,107.54,0.13512,1964,0.0098768,3.27E+05,7.3104
20100714,195,26.874,207.55,409.56,19.328,86.407,9.779,2.633,0.22387,109.46,34.112,472.39,390.64,30.085,5.063,-8.1795,40.925,55.966,0.42238,1598,0.011648,3.31E+05,39.154
20100715,196,29.32,306.8,403.24,27.24,86.453,0,2.985,0.31958,162.48,53.235,492.83,393.01,32.558,7.292,15.681,54.253,68.691,0.44128,2224.3,0.0098311,3.29E+05,10.637
20100716,197,27.656,237.31,411.89,22.228,86.571,0,2.255,0.238,118.69,41.366,487.51,389.47,33.031,5.5,5.2379,26.036,67.649,0.27791,1849.6,0.010724,3.29E+05,31.219
20100717,198,25.201,222.12,397.73,14.375,86.525,4.318,2.646,0.27156,106.25,40.183,471.25,392.88,30.846,4.833,-6.9699,30.773,62.199,0.33099,1203.3,0.012809,3.32E+05,36.188
20100718,199,26.539,331.3,394.53,17.807,86.435,0,2.416,0.242,186.11,55.613,482.43,396.2,32.273,7.917,15.888,69.041,87.029,0.44237,1458.9,0.012249,3.32E+05,3.7829
20100719,200,27.403,302.85,405.51,19.034,86.323,0,2.895,0.31142,163.05,53.983,489.15,391.24,33.646,5.646,5.3423,43.66,95.833,0.31299,1501,0.012691,3.34E+05,10.355
20100720,201,27.286,337.77,393.98,21.051,86.255,0.508,2.532,0.2594,179.57,58.949,491.09,387.67,33.527,4.979,11.658,42.391,95.943,0.30644,1754.7,0.011043,3.30E+05,0
20100721,202,25.106,174.46,395.02,14.081,86.322,0,2.49,0.21777,70.112,30.545,467.16,389.22,30.483,3.729,-12.309,20.528,52.316,0.28181,1179,0.012922,3.32E+05,48.554
20100722,203,23.268,210.59,393.14,11.784,86.355,0,2.54,0.22792,103.47,36.572,462.18,385.27,29.271,3.188,1.613,11.593,71.89,0.13887,1065.6,0.012162,3.28E+05,37.578
20100723,204,24.262,271.8,387.77,13.411,86.29,0,2.407,0.25006,135.95,47.753,474.01,392.31,32.188,2.75,3.2151,15.609,110.77,0.12351,1174.4,0.012269,3.30E+05,19.732
20100724,205,24.002,202.32,390.35,11.942,86.249,9.906,2.045,0.19525,107.8,32.908,450.35,394.66,26.635,6.021,-17.977,43.037,31.426,0.57797,1030.1,0.013007,3.31E+05,40.065
20100725,206,22.637,186.65,389.73,8.482,86.303,22.606,3.061,0.20554,106.2,30.386,438.42,393.81,23.794,9.875,-6.6912,55.337,25.916,0.68105,742.8,0.013802,3.32E+05,43.441
20100726,207,22.461,181.43,403.51,7.427,86.263,38.227,2.025,0.18356,116.98,27.087,439.79,391.98,24.629,9.938,-2.8439,53.651,24.781,0.68404,643.18,0.014368,3.33E+05,44.943
20100727,208,21.353,134.53,406.78,3.621,86.317,21.717,1.401,0.14373,87.62,19.599,432.93,396.94,23.738,11.021,-7.9792,41.015,17.438,0.70167,310.46,0.015847,3.36E+05,59.399
20100728,209,23,246.62,406.48,6.683,86.468,0,2.121,0.15698,135.64,38.891,447.84,397.07,26.537,9.729,11.04,79.14,43.306,0.64633,551.43,0.015541,3.36E+05,25.851
20100729,210,24.195,312.2,397.21,11.545,86.523,19.558,2.778,0.23692,189.17,53.479,465.51,392.37,29.762,9.688,16.46,77.6,63.919,0.54834,974.35,0.013509,3.33E+05,6.4979
20100730,211,22.04,323.91,405.31,7.309,86.468,15.748,1.856,0.20523,224.99,51.204,451.28,392.89,28.269,12.125,0.61371,104.36,60.175,0.63426,648.35,0.013916,3.31E+05,3.4316
20100731,212,20.752,163.7,406.39,4.746,86.413,1.524,2.186,0.18598,114.54,22.427,431.91,390.35,24.331,11.271,-15.959,75.987,23.717,0.76213,431.47,0.014329,3.31E+05,51.011
20100801,213,22.702,217.66,385.91,11.238,86.407,0,1.399,0.14019,126.38,33.702,441.89,392.22,25.86,9.396,1.7715,82.197,30.077,0.73211,1043.5,0.01185,3.27E+05,33.933
20100802,214,24.397,270.4,382.25,14.064,86.498,0,1.759,0.15292,150.34,44.604,455.96,398.26,28.331,8.896,14.262,83.952,41.888,0.66713,1238.5,0.011943,3.29E+05,19.037
20100803,215,26.058,303.19,374.95,18.872,86.566,0,1.805,0.157,155.24,52.085,468.83,399.39,30.44,8.417,14.526,87.879,43.322,0.66981,1646.1,0.010746,3.28E+05,8.7165
20100804,216,26.323,288.68,386.26,20.045,86.466,0,1.969,0.18875,150.5,50.407,471.97,393.58,30.812,7.542,6.2427,89.065,31.498,0.73875,1763.1,0.010292,3.27E+05,13.265
20100805,217,24.875,220.45,382.99,16.427,86.312,3.683,2.028,0.20455,105.64,39.2,457.43,393.72,28.031,7.479,-7.5346,81.587,13.143,0.86126,1478.6,0.01089,3.27E+05,33.397
20100806,218,25.292,276.8,389.3,17.048,86.287,4.572,2.353,0.22758,154.78,48.09,461.48,389.44,28.802,8.333,7.6313,97.485,24.15,0.80146,1509.1,0.011018,3.27E+05,16.155
20100807,219,21.663,280.82,388.93,8.432,86.331,11.43,2.577,0.24444,177.83,45.289,444.83,388.84,27.477,10.813,-3.0821,122.19,33.248,0.7861,785.87,0.012675,3.28E+05,14.544
20100808,220,23.093,300.63,389.35,11.141,86.357,0.254,1.473,0.1731,185.28,49.903,453.14,387.31,29.102,9.688,8.5662,112.98,35.141,0.76276,1004.5,0.012412,3.29E+05,9.0164
20100809,221,24.801,288.84,374.88,15.22,86.318,0,1.755,0.15217,154.14,48.783,458.72,395.38,29.623,8.146,7.0245,104.63,31.836,0.76671,1337.4,0.011669,3.29E+05,13.345
20100810,222,25.044,293.96,377.64,15.755,86.376,0,1.608,0.16115,153.08,51.287,465.08,392.48,30.715,7.333,6.8942,102.69,34.285,0.7497,1377,0.011605,3.29E+05,11.651
20100811,223,26.918,325.99,383.65,20.518,86.325,0,1.816,0.16125,171.36,56.59,479.48,386.63,32.658,6.229,14.467,102.66,34.876,0.74642,1739.4,0.010857,3.29E+05,2.1114
20100812,224,27.073,321.86,389.55,19.233,86.135,0,1.935,0.17154,168.35,56.367,484.57,384.98,34.067,4.917,9.6252,93.042,45.15,0.67328,1562.4,0.01206,3.32E+05,3.1066
20100813,225,27.43,326.37,384.94,22.064,86.074,0,2.221,0.18342,164.64,57.456,487.03,389.26,34.569,3.938,10.558,85.762,46.065,0.65057,1863.3,0.01055,3.28E+05,1.8125
20100814,226,27.94,320.46,396.32,22.446,86.176,0,2.32,0.26771,164.39,57.036,493.24,381.17,35.252,3.479,8.3416,96.719,45.491,0.68011,1833.9,0.011068,3.30E+05,3.1605
20100815,227,26.397,314.97,395.29,17.947,86.321,2.032,2.137,0.23992,166.24,55.91,486.21,382.38,34.61,3.021,0.40946,87.227,56.926,0.6051,1491,0.011951,3.31E+05,4.6695
20100816,228,22.95,283.86,399.85,9.107,86.52,3.429,3.404,0.29263,178.24,47.99,455.65,379.17,29.756,7.188,-12.501,106.91,37.866,0.73845,792.13,0.013696,3.32E+05,13.297
20100817,229,25.095,256.96,400.89,14.259,86.493,0,1.834,0.20363,147.08,42.215,467.13,383.57,30.775,7.188,7.6532,77.235,42.52,0.64494,1199.6,0.012751,3.32E+05,21.234
20100818,230,24.821,251.63,388.64,12.992,86.474,0,2.126,0.19396,128.21,43.31,466.86,383.72,31.142,5.771,-0.26617,63.321,40.76,0.60838,1083.7,0.013302,3.33E+05,22.72
20100819,231,27.077,316.23,384.89,21.609,86.218,0,2.113,0.1985,159.53,55.134,484.38,385.83,33.338,4.563,12.175,59.886,63.979,0.48348,1858.3,0.010317,3.28E+05,2.844
20100820,232,27.68,291.86,391.56,21.779,86.098,0,2.316,0.23302,141.7,51.55,488.2,384.74,34.275,3.521,6.5719,58.205,62.814,0.48096,1789,0.01115,3.30E+05,10.111
20100821,233,24.987,246.86,406.78,12.936,86.325,0.508,2.069,0.21129,133.83,42.936,474.85,380.02,32.879,2.792,-2.7275,47.352,59.502,0.44315,1065.5,0.013595,3.34E+05,23.232
20100822,234,24.499,232.5,397.74,10.46,86.433,5.715,1.792,0.18185,125.98,40.431,462.28,385.54,29.306,5.396,-4.5949,58.66,43.641,0.57341,845.98,0.014724,3.36E+05,26.147
20100823,235,24.743,202.37,394.04,12.117,86.423,0.254,1.952,0.16744,106.81,36.193,453.33,389.15,27.365,7.479,-6.9168,61.465,27.275,0.69264,997.46,0.013844,3.34E+05,35.541
20100824,236,25.229,254.99,400.28,15.632,86.471,5.715,3.952,0.3185,147.03,43.79,463.04,387.76,28.45,7.521,1.7504,68.317,40.955,0.6252,1343.7,0.011939,3.30E+05,17.594
20100825,237,22.482,151.33,394.93,10.258,86.66,0.254,5.133,0.32394,86.168,24.564,434.02,377.56,23.717,8.458,-13.279,76.859,1.4902,0.98098,944.68,0.012262,3.28E+05,51.083
20100826,238,23.456,209.84,393.68,12.051,86.613,0,3.336,0.24285,116.13,35.964,450.19,377.05,27.121,6.688,6.9164,62.359,34.094,0.64652,1082.3,0.012168,3.29E+05,32.096
20100827,239,22.78,193.49,394.58,9.925,86.308,0.254,2.046,0.20062,106.18,33.338,447.51,381.44,26.954,5.729,-6.6699,51.515,35.051,0.5951,888.93,0.01292,3.30E+05,36.857
20100828,240,20.922,219.95,370.81,7.694,86.087,13.843,2.031,0.16587,113.81,38.122,437.29,383.38,24.896,7.375,-2.5032,43.34,42.109,0.5072,739.78,0.012408,3.27E+05,27.858
20100829,241,21.687,220.6,376.45,8.23,86.033,2.286,2.937,0.21571,123.67,37.929,434.12,380.51,24.227,8.583,-5.9323,75.986,19.479,0.79595,762.26,0.012895,3.29E+05,27.826
20100830,242,22.238,237.87,378.1,9.517,86.245,0,2.491,0.19708,138.07,38.194,437.69,378.46,24.823,7.75,3.922,86.686,27.491,0.75922,875.64,0.01257,3.28E+05,23.421
20100831,243,24.246,304.9,375.24,12.985,86.403,0,1.607,0.15263,167.66,50.685,460.75,382.65,29.692,6.625,14.56,70.856,62.096,0.53295,1127.3,0.012543,3.30E+05,1.7581
20100901,244,25.615,312.05,368.31,19.436,86.245,0,1.858,0.1694,154.74,53.128,470.12,386.8,31.242,5.25,7.7446,67.051,62.941,0.51581,1784,0.0097356,3.25E+05,0.48712
20100902,245,26.199,313.83,356.9,26.275,86.297,0,2.14,0.1844,140.52,54.615,472.9,385.83,31.256,3.792,4.479,56.239,62.524,0.47354,2863,0.0055964,3.15E+05,0
20100903,246,25.304,289.34,366.21,21.8,86.581,0,4.478,0.30644,137.52,51.622,464.05,381.91,29.531,2.75,-0.53681,46.793,65.181,0.41789,2209.6,0.0075443,3.19E+05,6.8988
20100904,247,25.745,311.45,363.14,22.316,86.48,0,3.851,0.25817,143,55.683,473.4,379.11,30.685,2.667,5.9333,53.864,70.884,0.43178,2205.8,0.0078005,3.20E+05,0
20100905,248,26.127,311.2,359.12,24.748,86.049,0,2.219,0.16933,135.75,55.427,476.39,378.77,31.231,2.354,5.5259,46.801,73.915,0.38769,2560.4,0.0066192,3.17E+05,0
20100906,249,23.854,236.63,387.07,13.334,86.002,0,2.463,0.22265,115.97,41.395,464.54,376.92,30.723,2.25,-0.97469,51.309,50.12,0.50586,1200.2,0.011828,3.28E+05,21.256
20100907,250,22.441,162.19,387.01,9.888,86.119,0.254,1.949,0.15785,73.296,27.194,446.89,377.23,27.39,2.146,-8.1527,34.227,31.015,0.52462,905.24,0.012561,3.28E+05,45.952
20100908,251,24.116,267.17,377.79,13.954,86.09,0,3.487,0.25827,135.52,46.068,461.19,370.88,28.971,2.479,5.5936,24.201,83.363,0.225,1250.9,0.011706,3.28E+05,10.299
20100909,252,23.45,278.46,362.38,14.876,86.11,0,3.952,0.30688,129.26,49.298,459,368.18,29.358,2.063,-0.16737,23.911,92.911,0.20468,1435.5,0.010164,3.23E+05,4.9725
20100910,253,21.888,310.4,330.9,17.52,86.372,0,2.721,0.21102,131.01,55.628,451.85,372.8,28.677,1.875,-1.1619,23.332,95.461,0.19641,2109.6,0.0063096,3.12E+05,0
20100911,254,21.995,291.69,328.33,21.279,86.5,0,2.027,0.16883,113.4,52.684,450.66,373.3,27.623,1.604,0.78729,20.168,79.083,0.2032,3044.4,0.0037052,3.06E+05,0.10672
20100912,255,23.415,128.26,383.42,20.515,86.512,0,2.175,0.14846,41.721,22.137,445.92,372.42,25.942,1.438,-3.6568,19.125,24.49,0.4385,2393.9,0.0059778,3.13E+05,56.305
20100913,256,24.852,260.24,378.77,19.465,86.455,0,2.582,0.22752,121.12,46.331,469.66,368.11,29.875,1.792,11.245,19.126,73.498,0.20649,1909,0.0086285,3.21E+05,11.709
20100914,257,25.239,252.02,372.9,19.841,86.423,0,2.335,0.20471,107.91,44.465,469.38,369.31,30.646,1.792,3.7104,13.154,78.802,0.14305,1902.4,0.0088916,3.22E+05,14.745
20100915,258,25.607,280.42,357.33,25.254,86.383,0,2.393,0.18879,113.2,50.426,471.26,372.31,30.798,1.771,5.3189,18.814,75.366,0.19977,2824.1,0.0054806,3.14E+05,4.3902
20100916,259,26.236,288.99,357.45,26.682,86.292,0,2.367,0.22404,117.34,51.881,474.31,370.98,31.244,1.625,5.3517,20.96,81.634,0.2043,2945.2,0.0053554,3.14E+05,1.007
20100917,260,26.025,289.77,356.04,26.406,86.247,0,2.276,0.18998,115.59,52.185,474.94,370.7,31.238,1.5,5.6925,18.019,80.824,0.1823,2954,0.0052515,3.14E+05,1.7469
20100918,261,26.855,282.69,366.4,26.079,86.283,0,3.137,0.22921,114.59,51.425,480.2,369.48,31.621,1.521,7.0106,17.819,81.272,0.17982,2620.8,0.0067146,3.18E+05,3.2348
20100919,262,26.586,282.95,368.21,23.17,86.192,0,5.153,0.35594,120.99,51.695,475.74,368.22,30.983,1.542,2.4318,17.718,81.448,0.17867,2173.3,0.0084355,3.22E+05,1.2373
20100920,263,25.76,233.5,388.79,18.868,85.947,0,3.313,0.25996,104.13,41.93,474.11,368.4,31.304,1.583,3.5436,13.816,71.328,0.16226,1685.6,0.010394,3.26E+05,18.688
20100921,264,24.359,197.24,394.15,13.886,85.876,0,2.239,0.21433,89.748,35.343,464.53,374.28,30.263,1.521,-2.916,16.783,63.004,0.21034,1221,0.012109,3.29E+05,30.895
20100922,265,19.557,66.263,402.88,2.415,85.816,22.987,3.149,0.24567,38.835,9.0411,420.19,382.59,22.021,9.833,-25.015,38.574,-1.5142,1.0409,224.22,0.014862,3.31E+05,76.612
20100923,266,22.043,273.79,377.45,10.146,86.173,0,1.166,0.1446,165.13,42.884,441.18,384.72,25.875,10.604,6.1616,76.077,58.04,0.56725,960.27,0.011888,3.26E+05,2.9918
20100924,267,23.575,266.51,366.81,15.501,86.528,0,1.903,0.18123,136.92,44.295,449.71,384.89,26.527,8.604,8.0168,57.609,49.711,0.5368,1506.9,0.0098184,3.23E+05,5.3467
